Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HFC-227ea (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E/B),"1,3-Butadiene (B)",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),EtCl (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS),,,,,,,,,
3206,6411,4,179,6/27/12,17:50:00,17:50:51,179.743,179.74,41087.7431,41087.7436,36.30833,-118.09833,3485,,,,2012,,,,1.850,89,408,581,0.00,539,240,75.0,17.18,4.068,3.380,,,74.3,247,24.0,25.8,,,,16.02,5.670,87.50,40.18,0.234,2.945,540,7.72,0.157,0.620,0.192,0.056,0.672,13.450,3.398,2.107,2.755,0.489,1.950,0.696,1.303,1.622,797,12,93,138,8,11,16,,0,0,0,17,6,,0,,0,0,0,0,0,6,0,0,6,3,4,0,3,,,0,0,7,0,0,11,4,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,114,8,1792,33,1075,,,,,,,,,,
3211,7241,4,179,6/27/12,17:52:00,17:52:49,179.744,179.75,41087.7444,41087.7450,36.29833,-119.92667,3200,,,,2012,,,,1.857,96,399,581,0.00,538,238,74.5,16.97,3.944,3.350,,,72.6,243,24.4,25.6,,,,15.67,5.220,87.20,44.89,0.302,3.320,535,7.81,0.283,0.630,0.196,0.075,0.744,13.390,3.522,1.950,2.606,0.473,2.158,0.740,1.457,1.738,832,17,85,128,5,17,20,,0,0,0,26,9,,0,,0,0,0,0,0,3,0,0,9,6,0,0,4,,,4,0,7,0,0,12,5,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,143,9,1598,30,825,,,,,,,,,,
3222,4262,4,179,6/27/12,17:53:00,17:53:45,179.745,179.75,41087.7451,41087.7457,36.30500,-119.83000,1507,,,,2012,,Harris Ranch,,1.890,104,407,555,3.00,532,236,74.7,16.66,4.026,3.340,,,78.3,240,23.6,26.3,,,,17.80,5.270,87.50,44.76,0.678,3.936,519,8.36,0.909,0.693,0.289,0.096,1.187,12.350,4.089,2.605,4.610,0.913,3.715,1.390,2.771,3.691,995,78,149,329,8,51,65,,3,0,0,92,36,,0,,10,5,4,0,0,8,4,10,14,10,10,7,4,,,14,0,10,5,0,22,19,3,,,4,0,,,0,0,0,0,0,0,0,0,0,,304,18,2327,45,2732,,,,,,,,,,
3207,6153,4,179,6/27/12,17:54:00,17:54:47,179.746,179.75,41087.7458,41087.7464,36.30667,-119.74333,1550,,,,2012,,Harris Ranch,,1.885,104,399,579,4.00,538,238,75.6,16.93,4.070,3.330,,,84.2,253,25.6,28.6,,,,18.50,5.900,88.50,50.84,0.476,4.253,555,9.14,0.812,0.721,0.332,0.127,1.144,14.420,4.838,3.018,4.754,0.979,4.083,1.540,3.133,3.935,1011,71,134,348,8,53,60,,0,0,0,90,35,,0,,11,7,0,0,0,8,3,11,15,10,7,5,9,,,11,0,22,4,0,26,20,4,,,4,0,,,0,0,0,0,0,0,0,0,0,,306,14,2721,64,3679,,,,,,,,,,
3210,7360,4,179,6/27/12,17:55:00,17:55:50,179.747,179.75,41087.7465,41087.7471,36.33500,-119.67667,2388,,,,2012,,,,1.885,106,400,580,0.00,539,241,76.9,16.91,3.970,3.380,,,76.6,250,24.5,27.5,,,,17.59,5.540,87.60,48.36,0.576,3.894,551,8.47,0.696,0.663,0.291,0.141,1.056,12.760,4.546,2.696,4.361,0.804,3.771,1.413,2.614,3.623,980,54,123,311,7,46,56,,0,0,0,80,31,,0,,9,5,3,0,0,10,4,9,12,6,6,0,3,,,11,0,9,7,0,18,16,0,,,3,0,,,0,0,0,0,0,0,5,0,0,,192,8,1793,43,1764,,,,,,,,,,
3223,4066,4,179,6/27/12,17:57:00,17:57:48,179.748,179.75,41087.7479,41087.7485,36.39167,-119.74333,1761,,,,2012,,Harris Ranch,,1.895,94,409,569,2.00,532,235,74.8,16.59,3.948,3.390,,,78.0,240,23.9,26.3,,,,17.23,5.450,88.80,45.01,0.732,3.878,519,8.67,0.921,0.637,0.272,0.106,1.121,10.690,3.625,2.336,4.213,0.789,3.680,1.456,2.875,3.764,1012,73,153,340,7,53,62,,4,0,0,93,36,,0,,9,6,0,0,0,11,4,11,17,8,7,0,4,,,13,5,9,5,0,24,19,3,,,4,0,,,0,0,0,0,0,0,0,0,0,,223,12,2423,57,3352,,,,,,,,,,
3208,6287,4,179,6/27/12,17:58:15,17:59:06,179.749,179.75,41087.7488,41087.7494,36.30667,-119.72500,2100,,,,2012,,,,1.945,101,401,588,28.00,539,240,75.0,17.04,4.073,3.350,,,79.7,250,25.2,27.8,,,,18.10,5.830,88.10,53.57,0.644,4.011,545,8.83,0.806,0.771,0.300,0.111,1.076,13.730,4.574,2.865,4.507,0.926,3.824,1.439,2.959,3.733,981,66,131,308,12,48,58,,3,0,0,83,34,,0,,10,8,4,3,0,11,0,9,17,9,8,0,0,,,12,0,7,6,0,24,19,3,,,4,0,,,0,0,0,0,0,0,4,0,0,,279,10,2628,68,3062,,,,,,,,,,
3209,7305,4,179,6/27/12,18:05:15,18:06:11,179.754,179.75,41087.7536,41087.7543,35.92500,-118.05500,10100,,,,2012,,end of plume?,,1.838,95,400,652,0.00,537,236,75.7,17.07,3.970,3.340,,,74.4,237,24.2,27.7,,,,13.15,5.210,87.20,46.50,0.188,2.457,623,9.35,0.041,0.573,0.162,0.050,0.478,13.610,2.124,1.338,1.969,0.386,1.880,0.569,0.847,0.465,699,7,71,69,5,4,9,,0,0,0,0,0,,0,,0,0,0,0,0,3,0,0,6,0,0,0,0,,,0,0,4,0,0,11,3,4,,,11,5,,,11,13,14,15,26,35,67,6,8,,173,9,3666,42,1092,,,,,,,,,,
3224,4039,4,179,6/27/12,18:10:10,18:11:07,179.757,179.76,41087.7571,41087.7577,35.64667,-118.46167,13700,,,,2012,,,,1.836,88,411,580,0.00,530,235,73.3,16.49,3.838,3.410,,,66.1,227,22.9,24.3,,,,11.34,5.350,87.70,39.06,0.250,1.684,535,7.56,0.014,0.451,0.131,0.038,0.332,10.680,1.409,0.809,0.709,0.126,0.489,0.155,0.254,0.199,656,6,76,36,5,0,0,,3,0,0,0,0,,0,,0,0,0,0,0,0,0,0,7,3,0,0,0,,,0,0,3,0,0,11,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,99,5,1799,22,996,,,,,,,,,,
0701,6604,5,179,6/27/12,21:00:00,21:00:34,179.875,179.88,41087.8750,41087.8754,35.00167,-117.50667,11775,,,,2012,,MASTER lines,,1.833,100,398,641,0.00,534,236,77.5,16.78,4.149,3.300,,,68.1,237,24.1,26.5,,,,12.42,5.290,87.80,47.49,0.142,2.353,635,8.87,0.036,0.507,0.144,0.096,0.293,14.090,1.623,1.113,1.631,0.320,1.221,0.392,0.622,0.317,752,7,101,62,8,0,6,,4,0,0,0,0,,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,,,0,0,4,0,0,15,0,3,,,8,4,,,8,8,10,12,19,24,45,6,6,,285,11,1755,36,597,,,,,,,,,,
0716,5071,5,179,6/27/12,21:05:00,21:06:06,179.878,179.88,41087.8785,41087.8792,35.35500,-117.19167,12603,,,,2012,,MASTER lines,,1.828,87,409,580,0.00,536,234,74.3,16.74,4.061,3.150,,,69.0,238,23.8,25.0,,,,12.36,5.390,86.20,38.07,0.186,2.325,547,8.34,0.023,0.530,0.149,0.064,0.269,14.050,2.175,0.977,1.101,0.185,0.505,0.108,0.223,0.177,627,10,69,55,6,0,9,,6,0,0,4,0,,0,,0,0,0,0,0,0,0,0,6,0,0,0,0,,,0,0,7,0,0,10,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,100,,1691,0,871,,,,,,,,,,
0717,7200,5,179,6/27/12,21:11:15,21:12:00,179.883,179.88,41087.8828,41087.8833,35.76167,-118.71333,9488,,,,2012,,MASTER lines,,1.828,82,409,649,0.00,537,239,74.9,16.84,4.120,3.370,,,69.2,239,23.7,30.3,,,,13.31,5.690,89.50,52.33,0.168,2.605,626,9.72,0.034,0.604,0.163,0.111,0.742,15.520,2.332,1.279,3.069,0.527,2.052,0.417,0.587,0.577,658,10,71,49,5,0,7,,3,0,0,0,0,,0,,0,0,0,0,0,5,0,0,11,5,5,0,0,,,0,0,26,0,0,9,0,0,,,7,3,,,9,9,12,12,22,29,63,6,7,,251,10,,61,2154,,,,,,,,,,
0702,6335,5,179,6/27/12,21:17:00,21:17:46,179.887,179.89,41087.8868,41087.8873,35.83167,-118.87000,6714,,,,2012,,,,1.968,85,406,588,0.00,530,237,77.5,16.38,4.199,3.140,,,69.9,228,24.3,24.9,,,,12.85,5.220,88.60,39.80,0.150,2.134,572,8.42,0.030,0.526,0.154,0.070,0.218,10.610,1.927,1.240,2.324,0.400,2.325,0.509,0.772,0.587,936,7,68,158,4,14,27,,0,0,0,5,6,,0,,0,0,0,0,0,0,0,0,8,8,4,0,0,,,4,0,3,0,0,8,0,0,,,0,0,,,0,0,0,0,0,0,4,4,0,,178,5,1559,28,733,,,,,,,,,,
0715,5165,5,179,6/27/12,21:22:00,21:22:46,179.890,179.89,41087.8903,41087.8908,35.80167,-118.73000,6842,,,,2012,,,,1.824,89,404,561,0.00,537,235,74.8,16.84,4.305,3.250,,,65.3,234,23.3,26.6,,,,12.06,5.390,87.10,41.17,0.106,2.149,557,8.36,0.017,0.532,0.154,0.075,0.382,12.370,2.099,0.969,1.720,0.356,2.110,0.747,1.198,0.727,738,8,53,90,4,7,14,,0,0,0,3,3,,0,,0,0,0,0,0,4,0,0,11,4,5,0,0,,,0,0,0,0,0,10,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,172,8,2185,36,1279,,,,,,,,,,
0718,7027,5,179,6/27/12,21:29:00,21:29:52,179.895,179.90,41087.8951,41087.8957,35.83667,-118.87500,6876,,,,2012,,,,1.845,94,404,580,0.00,535,236,74.1,16.79,4.158,3.260,,,68.0,243,24.2,28.1,,,,13.43,5.420,87.50,47.12,0.242,2.626,565,8.60,0.033,0.593,0.162,0.086,0.461,14.030,2.186,1.369,2.555,0.418,3.006,0.858,1.346,0.867,920,8,68,148,4,12,23,,0,0,0,6,6,,0,,0,0,0,0,0,3,0,0,12,7,6,0,0,,,0,0,8,0,0,12,0,0,,,0,0,,,0,0,0,0,4,4,6,4,0,,188,9,4919,62,2202,,,,,,,,,,
0703,6298,5,179,6/27/12,21:37:00,21:37:49,179.901,179.90,41087.9007,41087.9013,35.70333,-118.75500,6893,,,,2012,,,,1.844,96,403,566,0.00,533,241,80.0,16.63,4.143,3.250,,,66.4,241,23.6,23.3,,,,12.59,5.710,88.40,34.72,0.138,1.601,559,8.40,0.043,0.458,0.134,0.025,0.146,11.650,2.332,1.191,1.879,0.347,1.620,0.263,0.476,0.396,943,13,72,183,6,20,36,,0,0,0,12,8,,0,,0,0,0,0,0,0,0,0,5,0,3,0,0,,,0,0,6,0,0,8,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,185,5,1056,0,828,,,,,,,,,,
0714,5122,5,179,6/27/12,21:42:00,21:43:00,179.904,179.90,41087.9042,41087.9049,35.98333,-118.64833,2531,,,,2012,,,,2.056,122,404,592,18.00,534,238,76.0,16.45,4.161,3.200,,,81.9,262,24.5,27.9,,,,17.93,6.110,89.00,56.54,0.568,3.910,551,9.07,0.643,0.699,0.276,0.152,0.947,13.990,4.413,3.970,7.824,1.522,6.023,2.036,3.850,4.920,963,42,129,360,11,33,41,,4,0,0,49,20,,0,,6,0,4,0,0,8,0,6,13,8,8,0,0,,,6,0,7,5,0,22,11,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,578,21,4383,94,2981,,,,,,,,,,
0719,7182,5,179,6/27/12,21:45:00,21:45:54,179.906,179.91,41087.9063,41087.9069,36.15833,-118.55167,2536,,,,2012,,,,1.979,109,403,584,11.00,542,239,75.8,17.10,4.209,3.280,,,80.7,255,24.0,28.9,,,,17.81,5.990,89.70,59.52,0.490,3.730,555,9.91,0.584,0.741,0.281,0.144,0.923,14.350,4.484,3.358,7.153,1.350,5.556,1.998,3.909,4.882,976,51,127,358,8,47,46,,3,0,0,59,24,,0,,7,4,4,4,0,11,0,6,17,10,10,3,0,,,5,0,6,5,0,25,14,0,,,0,0,,,0,0,0,0,0,0,4,0,0,,426,18,4830,83,3551,,,,,,,,,,
0704,6290,5,179,6/27/12,21:47:08,21:47:53,179.908,179.91,41087.9077,41087.9083,36.25833,-118.47333,2545,,,,2012,,,,2.025,115,404,597,13.00,537,243,77.9,16.70,4.022,3.220,,,78.7,256,24.6,25.2,,,,17.06,6.020,89.00,36.21,0.292,2.408,562,8.76,0.478,0.553,0.219,0.035,0.260,9.660,3.384,2.407,4.605,0.975,2.773,0.756,1.056,3.574,942,44,128,348,13,31,41,,5,0,0,57,23,,0,,9,5,0,0,0,5,0,5,5,4,0,0,0,,,6,0,4,0,0,18,11,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,225,7,700,0,548,,,,,,,,,,
0713,5148,5,179,6/27/12,21:48:33,21:49:15,179.909,179.91,41087.9087,41087.9092,36.34667,-118.43333,1127,,,,2012,,Flint Dairy,,1.941,119,399,561,8.00,528,235,75.1,16.07,4.042,3.230,,,76.9,250,24.0,28.0,,,,16.54,5.900,88.50,50.22,0.380,3.482,551,8.85,0.403,0.630,0.219,0.114,0.715,13.610,3.874,2.634,5.535,1.014,4.179,1.411,2.578,3.492,902,34,127,326,7,25,37,,4,0,0,47,16,,0,,6,4,0,0,0,4,0,5,16,7,7,4,0,,,8,0,4,4,0,17,11,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,302,10,3186,58,1735,,,,,,,,,,
0720,7239,5,179,6/27/12,21:49:30,21:50:15,179.909,179.91,41087.9094,41087.9099,36.40000,-118.41167,1777,,,,2012,,Flint Dairy,,1.924,105,414,583,5.00,534,234,74.8,16.49,4.103,3.270,,,79.9,246,24.4,27.6,,,,17.18,5.750,87.60,54.06,0.600,3.592,543,9.13,0.506,0.648,0.247,0.131,0.890,14.310,4.168,2.768,6.244,1.128,4.516,1.574,3.087,4.025,934,47,151,397,6,33,41,,4,0,0,59,22,,6,,6,5,5,5,0,10,0,7,15,6,7,0,5,,,8,3,5,5,0,24,11,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,333,13,3791,64,2984,,,,,,,,,,
0705,6366,5,179,6/27/12,21:51:16,21:52:02,179.911,179.91,41087.9106,41087.9111,36.48833,-118.41167,1812,,,,2012,,"Flint Dairy, spike NOx",,1.976,115,411,601,3.00,541,244,76.3,17.14,4.377,3.390,,,98.8,280,24.8,30.2,,,,16.79,5.750,89.00,50.22,0.760,4.139,566,8.01,0.593,0.629,0.255,0.084,0.856,12.520,3.431,2.879,8.009,1.467,5.887,2.378,4.955,7.309,1033,75,236,733,7,69,63,,3,0,0,114,38,,0,,14,10,0,0,0,11,5,14,21,13,10,3,6,,,15,0,12,7,0,30,25,4,,,3,0,,,0,0,0,0,0,0,5,0,0,,246,9,1784,43,612,,,,,,,,,,
0712,5046,5,179,6/27/12,21:53:00,21:53:45,179.912,179.91,41087.9118,41087.9123,36.42833,-118.45000,1402,,,,2012,,Flint Dairy,,1.941,125,402,577,8.00,532,240,76.0,16.67,4.188,3.160,,,84.1,256,23.6,29.3,,,,17.75,6.070,89.40,61.75,0.574,3.885,554,8.90,0.493,0.687,0.246,0.173,0.803,14.860,4.179,3.113,7.452,1.349,5.508,1.926,3.715,4.998,967,52,194,535,9,43,48,,0,0,0,67,24,,6,,7,6,0,0,0,12,0,8,20,11,9,3,5,,,9,0,7,5,0,27,15,0,,,0,0,,,0,0,0,0,0,0,4,0,0,,432,14,4241,76,2334,,,,,,,,,,
0721,7107,5,179,6/27/12,21:54:00,21:54:44,179.913,179.91,41087.9125,41087.9130,36.36833,-118.42500,1534,,,,2012,,Flint Dairy,,1.931,109,402,577,7.00,537,238,75.3,16.74,4.167,3.380,,,77.0,240,23.7,28.1,,,,16.93,5.850,88.10,51.21,0.468,3.576,536,8.53,0.477,0.648,0.233,0.115,0.826,14.510,3.864,2.699,5.816,1.032,4.140,1.475,2.811,3.762,903,35,128,347,6,35,35,,0,0,0,55,19,,0,,6,4,4,3,0,10,0,6,21,5,9,0,4,,,12,0,7,6,0,20,12,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,298,11,3890,64,2919,,,,,,,,,,
0706,6081,5,179,6/27/12,21:55:40,21:56:26,179.914,179.91,41087.9137,41087.9142,36.28333,-118.40333,3282,,,,2012,,,,1.935,111,410,603,14.00,538,240,76.4,16.81,4.311,3.200,,,85.3,261,24.0,30.2,,,,18.30,6.230,89.00,66.59,0.738,3.876,571,9.32,0.695,0.685,0.426,0.195,0.790,13.260,3.895,2.949,5.830,1.124,4.400,1.771,3.670,4.924,957,69,149,382,18,37,69,,7,0,0,115,40,,7,,20,6,5,4,0,14,4,16,19,20,11,5,9,,,13,5,18,5,0,34,27,4,,,8,3,,,0,3,0,0,3,6,6,0,0,,706,23,4796,105,2877,,,,,,,,,,
0711,5139,5,179,6/27/12,21:58:01,21:58:47,179.915,179.92,41087.9153,41087.9158,36.28000,-118.20167,3598,,,,2012,,,,1.886,116,412,584,3.00,537,239,75.7,16.63,4.122,3.280,,,74.2,257,24.1,28.1,,,,16.78,5.850,89.00,49.48,0.374,3.235,556,8.56,0.419,0.677,0.251,0.140,0.744,14.290,3.362,2.542,4.383,0.830,3.555,1.143,2.126,2.411,939,35,105,258,8,28,43,,4,0,0,41,18,,5,,4,0,0,0,0,5,0,4,14,6,6,0,10,,,7,0,20,0,0,20,9,0,,,0,0,,,0,0,0,0,0,0,4,0,0,,292,11,3667,61,1794,,,,,,,,,,
0722,7167,5,179,6/27/12,22:00:00,22:00:46,179.917,179.92,41087.9167,41087.9172,36.29000,-118.02500,3522,,,,2012,,,,1.926,107,404,577,2.00,538,238,76.6,16.37,4.178,3.310,,,75.1,246,23.8,26.1,,,,15.95,5.630,87.50,44.64,0.260,3.180,539,8.46,0.553,0.597,0.218,0.118,0.741,12.880,3.200,2.324,4.767,0.898,4.062,1.281,2.289,2.775,1033,58,125,287,10,45,38,,4,0,0,33,17,,0,,4,0,0,0,0,7,0,4,13,7,8,0,0,,,6,0,0,3,0,23,6,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,211,10,2184,49,1557,,,,,,,,,,
0707,6212,5,179,6/27/12,22:02:00,22:02:46,179.918,179.92,41087.9181,41087.9186,36.30167,-119.84833,2138,,,,2012,,,,1.884,104,407,584,3.00,539,238,74.8,16.79,4.193,3.300,,,76.2,243,24.4,28.4,,,,15.95,5.840,89.00,50.84,0.256,3.105,564,8.89,0.786,0.665,0.242,0.095,0.753,13.860,3.714,2.298,4.018,0.805,3.265,1.075,2.255,2.858,885,23,101,194,6,20,24,,0,0,0,28,12,,0,,0,0,0,0,0,9,0,0,16,6,5,0,0,,,0,0,4,0,0,18,6,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,200,10,2914,49,2729,,,,,,,,,,
0710,5108,5,179,6/27/12,22:03:00,22:03:47,179.919,179.92,41087.9188,41087.9193,36.30500,-119.76833,1805,,,,2012,,Harris Ranch,,1.872,99,414,580,3.00,546,244,77.0,17.25,4.189,3.560,,,70.8,250,24.3,27.0,,,,15.64,5.850,89.50,44.89,0.232,3.193,575,8.97,0.726,0.613,0.217,0.119,0.650,14.880,3.224,2.167,3.871,0.724,3.070,0.983,1.792,2.274,891,26,102,190,5,16,24,,3,0,0,25,12,,0,,3,0,0,0,0,6,0,0,10,6,4,0,0,,,4,0,7,3,0,16,6,0,,,0,0,,,0,0,0,0,0,0,8,0,0,,227,9,1967,42,1450,,,,,,,,,,
0723,7050,5,179,6/27/12,22:04:03,22:04:47,179.919,179.92,41087.9195,41087.9200,36.32333,-119.69167,2412,,,,2012,,,,1.868,102,412,573,1.00,530,238,75.2,16.33,4.075,3.160,,,74.3,242,23.1,27.7,,,,16.35,5.710,88.50,49.48,0.556,3.469,544,8.50,0.554,0.684,0.235,0.136,0.788,14.370,3.826,2.169,3.790,0.697,3.107,1.029,2.061,2.332,889,23,93,158,7,18,23,,0,0,0,25,11,,0,,0,0,0,0,0,6,0,0,12,12,7,0,0,,,4,0,6,0,0,21,6,0,,,0,0,,,0,0,0,0,0,0,4,0,0,,208,11,2864,58,1646,,,,,,,,,,
0708,6900,5,179,6/27/12,22:05:00,22:05:46,179.920,179.92,41087.9201,41087.9207,36.37833,-119.65833,2344,,,,2012,,,,1.865,104,404,579,2.00,536,237,75.2,16.61,4.166,3.330,,,84.5,237,23.2,28.5,,,,15.94,5.880,89.00,47.24,0.276,3.067,555,9.08,0.639,0.657,0.234,0.089,0.745,13.170,3.564,1.979,3.333,0.647,2.681,0.974,1.930,2.241,871,25,93,156,4,18,23,,0,0,0,26,12,,0,,0,0,0,0,0,9,0,0,10,10,5,3,4,,,6,0,5,0,0,17,6,0,,,0,0,,,0,0,0,0,0,0,3,0,0,,176,9,2650,43,2992,,,,,,,,,,
0709,5114,5,179,6/27/12,22:07:00,22:07:47,179.922,179.92,41087.9215,41087.9221,35.36667,-119.73500,1734,,,,2012,,,,1.873,114,408,664,1.00,537,235,74.1,16.68,4.140,3.260,,,83.7,245,24.7,26.6,,,,15.18,6.170,89.00,47.49,0.210,3.221,644,9.83,0.606,0.560,0.208,0.125,0.638,14.230,2.917,1.932,3.350,0.620,2.571,0.948,1.801,2.305,868,24,99,170,10,16,21,,0,0,0,26,11,,0,,3,0,0,0,0,5,0,0,10,6,4,0,0,,,5,0,5,0,0,13,7,4,,,9,4,,,11,12,13,16,26,34,81,7,8,,201,8,2012,32,1771,,,,,,,,,,
0724,7171,5,179,6/27/12,22:08:00,22:08:52,179.922,179.92,41087.9222,41087.9228,35.29667,-119.72833,2169,,,,2012,,,,1.898,101,413,573,9.00,538,236,74.9,16.69,4.114,3.360,,,72.2,242,23.2,27.3,,,,15.91,5.670,88.00,44.39,0.856,3.207,546,8.56,0.683,0.650,0.218,0.130,0.796,12.640,3.389,2.079,3.849,0.712,3.223,1.046,1.960,2.363,896,33,100,187,8,18,29,,3,0,0,27,15,,5,,4,0,0,0,0,8,0,0,10,6,8,0,0,,,0,0,4,3,0,20,6,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,229,11,2538,44,2168,,,,,,,,,,
1801,7352,5,179,6/27/12,22:11:00,22:11:54,179.924,179.92,41087.9243,41087.9249,36.13500,-120.16667,4196,,,,2012,,,,1.875,108,400,689,2.00,541,239,77.0,16.90,4.172,3.530,,,78.8,243,24.7,30.1,,,,18.28,6.130,90.80,69.19,0.506,3.728,623,10.29,0.576,0.758,0.290,0.126,0.709,16.260,4.524,3.268,5.098,1.018,3.161,1.452,2.617,2.914,932,40,103,277,18,241,208,,5,0,0,46,47,,0,,16,11,6,5,0,5,0,5,15,0,7,0,0,,,4,0,3,4,0,35,70,6,,,13,6,,,12,14,18,19,32,38,98,7,8,,436,18,3936,75,1788,,,,,,,,,,
1816,8028,5,179,6/27/12,22:15:00,22:15:42,179.927,179.93,41087.9271,41087.9276,35.90500,-119.97667,5516,,,,2012,,,,1.856,100,400,588,0.00,536,239,74.9,16.95,4.088,3.450,,,70.8,242,23.4,27.2,,,,15.32,5.820,88.10,49.23,0.288,2.707,549,8.44,0.159,0.676,0.202,0.057,0.411,14.360,2.964,2.121,3.165,0.575,3.101,0.989,1.664,1.424,907,13,80,179,4,18,28,,0,0,0,14,8,,0,,0,0,0,0,0,5,0,0,7,14,4,4,0,,,4,0,6,0,0,12,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,251,11,3106,68,869,,,,,,,,,,
1817,6420,5,179,6/27/12,22:18:00,22:18:56,179.929,179.93,41087.9292,41087.9298,35.72667,-119.83833,3700,,,,2012,,,,1.887,105,401,651,3.00,538,237,76.3,17.23,4.253,3.580,,,81.4,252,24.6,27.6,,,,15.72,5.750,87.70,47.24,0.270,3.270,609,9.59,0.343,0.581,0.227,0.092,0.528,14.050,3.114,2.215,4.299,0.820,4.184,1.578,2.734,2.597,1000,25,100,285,9,38,55,,0,0,0,34,20,,4,,7,4,0,0,0,5,0,5,13,5,3,0,0,,,4,0,6,0,0,19,8,5,,,12,6,,,16,17,14,20,36,47,106,8,9,,263,11,2650,54,1822,,,,,,,,,,
1802,7344,5,179,6/27/12,22:20:30,22:21:18,179.931,179.93,41087.9309,41087.9315,35.59667,-119.74000,2551,,,,2012,,oil fields begin,,1.913,133,401,602,3.00,542,241,76.2,17.40,4.262,3.620,,,81.1,302,24.4,28.9,,,,19.02,5.950,89.80,56.67,0.398,3.751,576,9.86,0.627,0.772,0.332,0.149,0.758,13.480,5.174,3.890,7.146,1.407,5.757,2.226,3.938,4.245,1536,35,117,583,8,95,165,,0,0,0,87,60,,0,,20,16,0,0,0,8,4,14,15,7,7,0,0,,,27,11,29,13,21,20,11,0,,,5,0,,,0,0,0,3,5,7,16,0,0,,289,11,3231,61,1808,,,,,,,,,,
1815,8027,5,179,6/27/12,22:22:00,22:22:56,179.932,179.93,41087.9319,41087.9326,35.51000,-119.69667,2420,,,,2012,,,,1.920,113,400,595,0.00,533,239,75.4,17.39,4.153,3.450,,,78.3,281,24.4,28.7,,,,18.54,5.910,89.00,54.44,0.538,3.543,556,10.29,0.669,0.779,0.330,0.132,0.822,13.340,5.309,3.977,7.720,1.465,8.356,2.689,5.076,4.730,1493,33,118,640,7,94,174,,0,0,0,86,57,,0,,15,6,4,4,0,9,0,11,23,19,10,7,4,,,15,8,20,11,7,21,8,0,,,0,0,,,0,0,0,0,0,0,4,0,0,,310,12,3506,85,1810,,,,,,,,,,
