Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HFC-227ea (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E/B),"1,3-Butadiene (B)",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),EtCl (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS),,,,,,,,,
6610,6305,4,179,6/27/12,16:44:01,16:44:48,179.697,179.70,41087.6972,41087.6978,35.49500,-119.76500,2850,,,,2012,,,,1.902,103,399,607,0.00,533,239,75.1,16.98,4.122,3.310,,,88.0,265,27.3,31.2,,,,18.93,6.300,87.80,57.78,0.484,3.260,584,9.68,1.371,0.792,0.275,0.115,0.978,16.650,5.121,2.878,3.738,0.735,2.908,1.145,2.198,2.716,1593,51,125,781,4,117,292,,0,3,0,135,91,,0,,23,10,3,5,0,11,5,19,21,14,24,6,5,,,16,14,33,13,11,27,19,4,,,7,0,,,3,3,4,3,5,7,11,0,0,,312,14,3795,77,2219,,,,,,,,,,
3101,6202,4,179,6/27/12,16:45:03,16:45:47,179.698,179.70,41087.6980,41087.6985,35.43833,-119.73833,2600,,,,2012,,,,1.914,106,402,681,0.00,543,241,74.9,17.26,4.163,3.460,,,77.3,243,23.5,27.5,,,,16.81,5.620,88.80,54.31,0.342,3.902,634,10.31,1.149,0.647,0.249,0.089,0.947,14.870,3.552,2.613,5.303,0.890,9.794,2.538,5.560,4.377,2394,74,142,2227,13,465,1333,,4,0,0,318,252,,0,,65,16,12,7,7,13,17,62,55,25,32,21,8,,,63,45,118,46,78,26,31,10,,,22,10,,,12,16,18,16,27,41,77,6,6,,274,10,3131,70,3518,,,,,,,,,,
3116,5094,4,179,6/27/12,16:46:01,16:46:48,179.699,179.70,41087.6986,41087.6992,35.38500,-119.71333,2900,,,,2012,,,,1.927,99,405,572,1.00,540,245,75.1,17.20,4.213,3.330,,,85.3,256,24.9,26.5,,,,17.71,5.640,87.70,41.04,0.656,3.758,538,7.61,0.889,0.709,0.269,0.107,0.998,11.230,3.157,2.820,5.794,1.038,8.286,2.790,5.675,4.810,3314,94,146,2310,14,328,929,,4,0,0,301,229,,0,,65,23,7,8,5,12,13,50,53,20,24,15,7,,,61,34,99,37,56,27,31,8,,,16,7,,,6,8,7,7,11,20,21,0,0,,380,10,1143,34,605,,,,,,,,,,
3117,4051,4,179,6/27/12,16:47:00,16:47:48,179.699,179.70,41087.6993,41087.6999,35.32500,-119.61000,3000,,,,2012,,,,1.957,118,406,643,4.00,539,236,76.1,17.05,4.116,3.360,,,80.7,257,25.4,30.0,,,,16.37,5.700,88.10,53.94,0.716,5.497,625,9.74,0.785,0.603,0.215,0.096,0.974,13.640,3.615,3.506,8.603,1.910,9.087,2.898,6.361,4.843,4611,136,161,2389,43,287,761,,10,3,0,284,223,,0,,70,28,12,9,8,15,15,53,53,90,27,58,6,,,81,37,112,51,83,36,33,10,,,22,10,,,13,18,18,20,32,47,102,9,8,,447,26,2738,70,1941,,,,,,,,,,
3102,6128,4,179,6/27/12,16:48:01,16:48:47,179.700,179.70,41087.7000,41087.7005,35.29667,-119.59833,2900,,,,2012,,,,1.937,107,407,610,2.00,543,241,75.9,17.29,4.236,3.500,,,79.0,254,24.6,25.8,,,,18.52,6.080,89.10,56.30,0.616,3.922,577,9.43,0.841,0.685,0.453,0.172,1.134,14.610,4.168,2.880,5.539,0.955,6.956,2.489,5.364,4.866,4491,100,150,2721,14,418,1050,,4,0,0,438,362,,0,,113,37,16,10,7,16,18,95,78,29,43,15,8,,,71,54,147,56,86,40,47,9,,,21,8,,,6,11,8,7,10,26,23,0,0,,246,9,2836,60,3193,,,,,,,,,,
3115,5179,4,179,6/27/12,16:49:01,16:49:48,179.701,179.70,41087.7007,41087.7013,35.26167,-119.53167,3000,,,,2012,,,,1.960,103,402,577,0.00,542,240,77.0,17.16,4.216,3.270,,,80.6,257,24.9,28.8,,,,16.91,5.430,87.00,32.24,0.398,3.401,545,8.88,0.685,0.580,0.240,0.105,0.625,10.770,4.297,2.894,5.027,0.917,4.860,1.654,3.074,3.244,3555,88,143,2119,14,266,693,,4,0,0,262,215,,0,,66,25,15,12,6,8,8,40,43,15,25,12,0,,,40,25,72,26,41,28,30,5,,,12,4,,,0,5,5,3,9,7,6,0,0,,236,,,0,,,,,,,,,,,
3103,6000,4,179,6/27/12,16:50:00,16:50:47,179.701,179.70,41087.7014,41087.7019,35.22500,-119.46500,2700,,,,2012,,,,1.976,110,405,608,0.00,539,240,75.0,17.27,4.191,3.510,,,75.8,244,24.3,22.6,,,,17.34,5.630,87.90,54.06,0.516,3.684,568,9.35,0.747,0.662,0.272,0.110,1.148,14.290,4.304,2.973,6.271,1.064,7.019,2.528,5.084,4.635,8720,231,169,4584,26,428,960,,4,0,0,352,274,,0,,63,20,9,8,6,15,10,51,49,20,31,11,4,,,36,31,70,35,36,28,32,6,,,13,5,,,4,7,5,5,7,16,14,0,0,,265,10,3369,64,3407,,,,,,,,,,
3114,5117,4,179,6/27/12,16:51:01,16:51:47,179.702,179.70,41087.7021,41087.7026,35.18500,-119.39500,2300,,,,2012,,,,1.953,117,404,578,0.00,540,249,77.6,17.21,4.180,3.480,,,80.0,255,24.4,24.4,,,,16.93,5.720,86.70,29.02,0.378,3.063,538,8.65,0.712,0.566,0.237,0.069,0.514,10.310,3.177,2.465,4.709,0.854,5.189,1.383,2.548,3.055,4380,144,154,2724,18,352,832,,5,0,0,357,285,,0,,82,32,12,6,4,11,13,53,53,17,28,11,6,,,40,30,84,39,51,29,36,3,,,7,3,,,0,0,0,0,0,7,0,0,0,,109,,340,0,123,,,,,,,,,,
3119,4144,4,179,6/27/12,16:53:02,16:53:48,179.703,179.70,41087.7035,41087.7040,35.13833,-119.25333,2350,,,,2012,,,,1.954,103,403,596,0.00,542,233,75.7,16.91,3.993,3.530,,,78.6,250,25.2,27.9,,,,16.26,5.540,86.30,43.40,0.438,3.175,558,8.39,0.557,0.558,0.242,0.118,0.923,11.110,3.428,2.509,4.795,0.803,4.961,2.055,3.708,3.531,2049,73,129,998,14,133,275,,5,0,0,147,95,,0,,28,11,5,4,0,14,7,22,26,18,10,9,4,,,17,10,32,14,16,22,21,4,,,5,0,,,0,0,0,4,7,8,11,0,0,,237,11,2182,47,5868,,,,,,,,,,
3104,6254,4,179,6/27/12,16:56:01,16:56:48,179.706,179.71,41087.7056,41087.7061,35.07000,-119.33667,3450,,,,2012,,,,1.980,113,400,605,0.00,536,235,73.7,16.53,4.015,3.370,,,77.3,238,23.6,24.1,,,,17.63,5.540,87.50,50.22,0.860,3.749,552,9.99,0.476,0.673,0.287,0.116,0.907,13.040,4.753,4.214,7.766,1.487,7.679,2.836,5.439,4.984,1849,62,130,970,20,170,307,,8,0,0,157,111,,0,,31,10,6,6,0,10,6,23,29,12,13,4,5,,,18,12,36,17,14,28,22,4,,,7,3,,,0,3,3,0,0,6,7,0,0,,296,9,3219,92,2716,,,,,,,,,,
3113,5047,4,179,6/27/12,16:58:00,16:58:50,179.707,179.71,41087.7069,41087.7075,35.12500,-119.46000,3057,,,,2012,,,,1.959,100,402,555,0.00,533,239,76.0,16.67,4.089,3.280,,,79.8,253,24.3,28.7,,,,17.05,5.780,86.50,35.46,0.632,3.565,519,8.47,0.696,0.574,0.271,0.093,0.561,19.310,3.600,2.725,6.805,1.215,9.564,2.806,5.237,4.957,4593,99,147,2874,16,437,1071,,5,0,0,451,363,,0,,114,50,24,16,10,11,18,81,78,28,44,18,9,,,69,46,141,60,96,39,50,7,,,18,6,,,0,0,3,0,0,3,0,0,0,,461,5,437,0,451,,,,,,,,,,
3120,4124,4,179,6/27/12,16:59:00,16:59:48,179.708,179.71,41087.7076,41087.7082,35.16167,-119.52333,3154,,,,2012,,,,1.954,113,405,591,2.00,539,238,75.1,16.96,4.237,3.240,,,81.2,257,24.6,28.7,,,,17.79,5.750,87.80,54.68,0.682,4.098,559,9.51,0.816,0.721,0.317,0.131,1.185,13.080,4.116,3.261,7.109,1.232,9.609,3.843,7.883,5.908,4637,93,144,2854,18,412,1029,,6,0,0,411,343,,0,,109,44,18,12,12,17,20,82,71,34,37,19,10,,,61,43,122,52,83,45,55,12,,,27,12,,,12,22,16,14,11,39,29,0,0,,313,13,2736,72,2655,,,,,,,,,,
3105,6376,4,179,6/27/12,17:00:00,17:00:50,179.708,179.71,41087.7083,41087.7089,35.20167,-119.58667,3709,,,,2012,,,,2.016,109,410,595,0.00,540,238,76.6,17.16,4.090,3.390,,,70.7,229,23.5,25.0,,,,17.97,5.550,88.40,50.72,0.596,3.927,541,9.55,0.565,0.628,0.371,0.142,0.917,12.250,4.219,3.567,7.140,1.289,7.057,2.855,5.329,5.156,2211,67,137,1013,15,176,294,,3,0,0,180,121,,0,,36,13,6,4,4,17,12,28,37,12,19,12,5,,,29,15,52,27,56,25,24,5,,,8,4,,,0,4,3,0,3,9,12,0,0,,202,8,2765,55,2623,,,,,,,,,,
3112,5069,4,179,6/27/12,17:01:01,17:01:53,179.709,179.71,41087.7090,41087.7096,35.23333,-119.64167,4834,,,,2012,,,,1.898,101,402,561,0.00,537,239,78.4,16.86,3.933,3.470,,,73.6,256,24.6,27.2,,,,13.29,5.340,88.20,27.28,0.190,2.086,531,8.50,0.172,0.538,0.154,0.028,0.178,9.300,2.451,1.360,2.557,0.463,2.385,0.544,0.634,0.763,1171,29,91,389,9,55,116,,4,0,0,48,36,,0,,9,5,0,0,0,4,0,5,4,0,7,0,0,,,4,3,9,6,0,15,5,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,132,,535,0,517,,,,,,,,,,
3121,4012,4,179,6/27/12,17:02:02,17:02:52,179.710,179.71,41087.7097,41087.7103,35.27167,-119.71000,5004,,,,2012,,,,1.905,91,401,604,0.00,537,241,74.3,16.88,3.905,3.500,,,86.7,261,24.3,26.2,,,,15.70,5.400,87.40,42.66,0.274,3.069,568,9.51,0.219,0.624,0.222,0.064,0.813,13.650,3.232,2.837,5.223,0.922,6.499,2.480,4.304,3.292,1216,31,97,447,10,66,126,,4,0,0,55,39,,0,,11,4,0,0,0,8,0,7,12,12,6,0,0,,,3,5,12,5,18,17,8,0,,,0,0,,,0,0,0,0,0,3,4,0,0,,175,11,2335,45,1697,,,,,,,,,,
3106,6246,4,179,6/27/12,17:04:00,17:04:31,179.711,179.71,41087.7111,41087.7115,35.37833,-119.75167,4606,,,,2012,,,,2.062,113,404,604,0.00,542,241,76.3,17.12,4.063,3.570,,,82.6,248,24.2,25.9,,,,16.86,5.330,87.40,40.05,3.574,4.356,540,10.80,0.475,0.573,0.389,0.151,0.844,10.230,2.468,3.753,7.962,1.515,7.211,3.071,5.714,5.641,1155,59,160,547,19,66,70,,6,0,0,78,41,,0,,11,4,4,3,0,10,3,9,15,8,7,6,0,,,10,0,8,7,0,24,14,0,,,0,0,,,0,0,0,0,3,0,0,0,0,,171,6,1938,43,3855,,,,,,,,,,
3111,5174,4,179,6/27/12,17:07:00,17:07:49,179.713,179.71,41087.7132,41087.7138,35.29333,-119.56167,3586,,,,2012,,,,2.012,112,404,574,0.00,536,245,78.4,16.61,3.976,3.270,,,83.6,262,25.2,26.9,,,,16.67,5.270,87.40,41.29,0.468,3.541,526,9.39,0.390,0.564,0.247,0.069,0.384,11.010,4.593,3.738,7.716,1.511,5.399,1.430,2.615,3.601,1346,46,147,632,8,133,146,,4,4,0,115,81,,0,,15,7,6,4,3,6,4,13,22,0,13,0,0,,,12,4,14,8,5,21,15,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,307,8,1144,0,1075,,,,,,,,,,
3122,4058B,4,179,6/27/12,17:11:00,17:11:49,179.716,179.72,41087.7160,41087.7165,35.09500,-119.36833,4564,,,,2012,,,,2.022,113,403,597,0.00,536,240,77.0,16.59,3.958,3.370,,,83.6,248,24.3,28.7,,,,17.87,5.370,88.20,47.00,0.530,3.858,545,9.62,0.367,0.658,0.278,0.140,0.959,12.830,4.807,4.531,8.714,1.688,8.043,3.340,5.768,5.420,1100,40,131,478,14,59,65,,3,0,0,66,36,,0,,9,4,0,0,0,11,0,6,16,10,6,0,0,,,7,0,8,5,22,23,11,0,,,0,0,,,0,0,0,0,4,0,0,0,0,,289,10,2583,49,2459,,,,,,,,,,
3107,6117,4,179,6/27/12,17:14:00,17:14:50,179.718,179.72,41087.7181,41087.7186,35.06833,-119.49167,4562,,,,2012,,,,1.973,111,404,631,3.00,541,240,74.7,16.54,4.213,3.650,,,77.3,243,23.0,26.3,,,,18.86,5.710,88.70,53.94,15.232,4.358,558,13.25,0.593,0.666,0.910,0.412,1.028,12.870,2.831,3.578,7.193,1.412,7.568,3.021,5.868,5.114,1883,116,188,957,43,137,276,,17,7,0,146,105,,8,,35,14,13,16,3,25,7,23,27,29,20,9,10,,,16,11,30,18,12,52,38,6,,,13,5,,,0,4,0,0,4,7,4,0,0,,616,24,8741,240,,,,,,,,,,,
3123,4184,4,179,6/27/12,17:16:30,17:17:17,179.720,179.72,41087.7198,41087.7203,35.21000,-119.60500,3564,,,,2012,,oil fields end,,1.987,108,419,607,0.00,538,243,77.5,16.79,4.084,3.480,,,83.2,255,25.2,27.7,,,,18.24,5.580,89.00,49.97,0.580,3.969,565,9.62,0.692,0.661,0.422,0.202,1.029,13.270,4.817,3.420,6.742,1.229,7.223,3.041,5.530,5.048,2996,90,146,1213,16,193,341,,5,0,0,202,136,,0,,45,15,9,6,5,22,14,33,42,18,20,15,7,,,37,19,61,32,61,28,28,7,,,10,5,,,0,3,0,0,4,5,8,3,0,,230,10,1967,47,1713,,,,,,,,,,
3108,6256,4,179,6/27/12,17:17:30,17:17:55,179.720,179.72,41087.7205,41087.7208,35.25833,-119.63667,3546,,,,2012,,spiral to 12k,,1.989,127,403,658,2.00,535,249,79.0,16.47,4.182,3.710,,,80.4,247,24.1,25.0,,,,19.85,5.670,88.00,49.48,8.238,3.658,631,16.73,1.007,0.585,0.451,0.210,0.597,12.780,4.221,3.483,9.824,1.554,8.179,2.349,4.457,6.745,2021,131,227,948,27,141,252,,44,10,10,144,105,,17,,37,20,28,26,4,19,3,19,31,16,29,5,5,,,19,12,33,17,17,76,52,5,,,9,3,,,0,0,0,0,0,0,6,0,0,,659,46,2805,99,1950,,,,,,,,,,
3109,5138,4,179,6/27/12,17:19:00,17:19:54,179.722,179.72,41087.7215,41087.7222,35.31833,-119.55833,5586,,,,2012,,spiral to 12k,,1.827,106,439,606,0.00,539,239,72.7,16.93,3.876,3.580,,,67.5,232,23.4,25.3,,,,10.54,5.620,87.70,29.51,0.656,2.036,587,8.67,0.025,0.545,0.147,0.049,0.272,11.250,1.400,1.546,1.934,0.389,2.058,0.613,1.031,0.439,793,8,61,113,10,10,17,,0,0,0,4,5,,0,,4,6,0,0,0,8,0,0,7,5,3,0,0,,,0,0,5,0,0,12,0,4,,,11,6,,,10,12,14,25,56,50,64,10,10,,249,12,800,24,216,,,,,,,,,,
3124,4242,4,179,6/27/12,17:20:07,17:20:43,179.722,179.72,41087.7223,41087.7227,35.25333,-119.53333,7621,,,,2012,,spiral to 12k,,1.829,90,402,587,0.00,534,239,75.7,16.72,3.854,3.390,,,68.0,241,24.0,26.4,,,,12.43,5.440,91.10,37.20,0.116,2.027,564,8.24,0.031,0.508,0.159,0.063,0.369,11.570,1.456,1.308,1.666,0.283,1.767,0.771,1.164,0.497,779,9,57,108,7,10,21,,4,0,0,4,5,,0,,0,0,0,0,0,3,0,0,4,3,0,0,0,,,0,0,0,0,0,9,0,0,,,0,0,,,0,0,0,0,0,0,4,0,0,,84,6,1548,24,1202,,,,,,,,,,
3201,6273,4,179,6/27/12,17:21:00,17:21:39,179.723,179.72,41087.7229,41087.7234,35.23167,-118.40333,9019,,,,2012,,spiral to 12k,,1.831,91,408,642,0.00,533,239,75.7,16.67,4.119,3.460,,,69.1,237,24.0,28.2,,,,12.98,5.580,91.50,54.68,0.202,2.355,634,8.99,0.022,0.589,0.149,0.049,0.386,15.800,2.001,1.244,1.484,0.309,1.076,0.405,0.666,0.297,715,6,76,68,4,4,5,,0,0,0,0,0,,0,,4,0,0,0,0,0,0,0,8,7,0,0,0,,,0,4,5,0,0,18,3,5,,,12,5,,,0,0,0,0,21,26,51,0,0,,279,16,3583,71,1607,,,,,,,,,,
3216,7172,4,179,6/27/12,17:22:00,17:22:41,179.724,179.72,41087.7236,41087.7241,35.28333,-118.36667,10520,,,,2012,,spiral to 12k,,1.832,92,408,560,0.00,542,235,73.9,16.90,4.199,3.540,,,68.2,230,23.8,25.2,,,,12.87,4.880,90.50,43.40,0.128,2.381,533,8.81,0.030,0.559,0.154,0.058,0.492,13.220,2.501,1.272,1.209,0.236,0.764,0.193,0.635,0.286,646,6,65,52,5,6,8,,0,0,0,4,0,,0,,0,0,0,0,0,5,0,0,0,6,0,0,0,,,0,0,3,0,0,10,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,139,6,3053,31,2990,,,,,,,,,,
3217,4228,4,179,6/27/12,17:23:00,17:23:41,179.724,179.72,41087.7243,41087.7248,35.32500,-118.42667,12092,,,,2012,,spiral to 12k,,1.824,77,398,630,0.00,541,234,74.6,17.06,4.003,3.510,,,68.1,236,24.8,25.9,,,,11.96,4.890,88.10,39.43,0.046,1.909,600,8.55,0.012,0.548,0.156,0.079,0.298,13.100,1.749,0.952,0.819,0.164,0.479,0.124,0.296,0.152,661,7,71,52,16,4,4,,4,0,0,0,0,,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,,,0,0,5,0,4,14,0,0,,,6,0,,,0,0,0,0,12,14,28,0,0,,143,6,2023,24,1364,,,,,,,,,,
3202,6909,4,179,6/27/12,17:24:00,17:24:45,179.725,179.73,41087.7250,41087.7255,35.27667,-118.47833,12616,,,,2012,,,,1.823,78,408,615,0.00,536,238,75.0,17.17,4.068,3.290,,,71.6,239,25.2,26.2,,,,12.48,5.350,89.90,39.43,0.110,2.298,598,8.03,0.027,0.500,0.146,0.054,0.378,12.640,1.650,1.066,1.130,0.264,0.711,0.222,0.333,0.310,625,7,70,54,5,0,10,,0,0,0,3,0,,0,,0,0,0,0,0,5,0,0,4,5,0,0,0,,,0,0,14,0,0,11,0,0,,,0,0,,,0,0,0,0,4,4,7,0,0,,113,6,1785,32,1112,,,,,,,,,,
3215,7047,4,179,6/27/12,17:27:10,17:27:47,179.727,179.73,41087.7272,41087.7276,35.38500,-118.38667,7513,,,,2012,,high ozone,,1.819,75,405,586,0.00,540,238,74.3,16.94,4.060,3.270,,,65.8,226,23.0,25.0,,,,11.32,4.970,90.30,39.06,0.108,1.729,539,7.68,0.016,0.519,0.146,0.048,0.460,12.520,1.873,0.932,1.165,0.203,1.323,0.437,0.665,0.423,577,7,47,55,4,4,6,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,9,7,0,0,0,,,3,0,3,0,0,9,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,179,10,2477,42,1123,,,,,,,,,,
3218,4214,4,179,6/27/12,17:31:00,17:31:34,179.730,179.73,41087.7299,41087.7303,35.63500,-118.39500,2441,,,,2012,,,,1.894,96,401,571,0.00,545,240,75.5,16.95,4.067,3.490,,,76.9,246,23.9,26.3,,,,17.33,5.360,91.20,43.90,0.310,3.016,538,8.50,1.254,0.641,0.247,0.090,0.988,13.070,3.829,2.411,3.725,0.687,2.963,1.193,2.410,3.057,908,45,132,246,7,30,50,,0,0,0,71,28,,0,,8,0,0,0,0,8,0,9,13,7,8,0,0,,,9,0,8,6,0,20,15,0,,,3,0,,,0,0,0,0,0,0,4,0,0,,218,11,2116,47,1718,,,,,,,,,,
3203,6167,4,179,6/27/12,17:33:30,17:34:16,179.732,179.73,41087.7316,41087.7321,35.79833,-118.40000,1677,,,,2012,,central valley,,1.875,101,409,596,0.00,538,237,76.2,16.68,4.046,3.430,,,79.9,253,25.1,25.8,,,,15.97,5.710,91.00,42.90,0.398,3.141,565,7.69,1.096,0.559,0.194,0.081,0.787,12.150,2.862,2.230,3.164,0.567,2.647,1.145,2.184,2.990,897,47,130,212,4,34,48,,3,0,0,78,28,,0,,7,0,0,0,0,7,3,9,11,15,8,0,5,,,10,0,9,4,0,21,16,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,151,10,1542,42,1418,,,,,,,,,,
3214,7141,4,179,6/27/12,17:36:00,17:36:46,179.733,179.73,41087.7333,41087.7339,35.96000,-118.40667,1727,,,,2012,,,,1.904,115,402,568,3.00,537,237,75.6,17.11,3.964,3.420,,,75.5,246,24.6,26.7,,,,18.46,5.490,91.90,54.31,0.566,3.312,551,8.79,1.460,0.796,0.284,0.113,0.968,15.050,4.709,2.770,4.359,0.831,3.295,1.279,2.703,2.840,930,69,165,263,10,33,58,,4,0,0,74,27,,0,,9,0,0,0,0,9,0,10,13,28,11,8,4,,,11,0,13,6,0,26,18,3,,,4,0,,,0,0,0,0,0,4,4,0,0,,528,42,3144,109,2644,,,,,,,,,,
3219,4163,4,179,6/27/12,17:38:00,17:38:50,179.735,179.74,41087.7347,41087.7353,36.07167,-118.40833,2643,,,,2012,,,,1.886,115,403,566,0.00,533,235,73.8,16.78,3.883,3.370,,,78.8,249,24.3,25.5,,,,16.79,5.410,86.40,44.64,0.448,2.902,518,7.39,0.886,0.575,0.233,0.072,0.758,12.180,3.357,2.148,3.401,0.663,2.726,1.032,2.058,2.810,826,30,124,187,6,14,26,,0,0,0,46,16,,0,,5,0,0,0,0,9,0,6,10,4,4,0,0,,,8,0,5,3,0,17,10,0,,,0,0,,,0,0,0,0,0,0,4,0,0,,163,11,2111,43,1456,,,,,,,,,,
3204,6030,4,179,6/27/12,17:40:10,17:41:00,179.736,179.74,41087.7362,41087.7368,36.21667,-118.41500,2513,,,,2012,,,,1.872,108,405,598,0.00,537,239,76.3,16.93,4.061,3.270,,,81.2,260,25.1,25.8,,,,16.95,5.760,91.80,41.29,0.404,3.018,555,7.91,0.479,0.586,0.205,0.083,0.611,11.980,3.561,2.399,3.323,0.663,2.676,0.973,1.845,2.468,807,22,113,174,9,13,23,,0,0,0,35,12,,0,,4,0,0,0,0,4,0,4,12,9,3,0,0,,,7,6,6,0,0,16,7,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,150,9,1384,41,871,,,,,,,,,,
3213,7194,4,179,6/27/12,17:41:30,17:42:17,179.737,179.74,41087.7372,41087.7377,36.30000,-118.41667,2420,,,,2012,,,,1.865,100,399,570,0.00,536,237,73.9,16.96,3.965,3.160,,,76.6,246,23.7,26.6,,,,16.73,5.370,90.60,49.48,0.342,2.992,524,7.57,0.515,0.617,0.215,0.072,0.743,12.390,3.536,2.232,3.514,0.622,2.662,0.985,1.824,2.478,810,21,112,177,4,14,21,,0,0,0,34,12,,0,,4,0,0,0,0,5,0,4,9,4,0,0,0,,,5,0,5,3,0,15,7,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,167,9,2462,40,1789,,,,,,,,,,
3220,4077,4,179,6/27/12,17:42:30,17:43:17,179.738,179.74,41087.7378,41087.7384,36.36667,-118.42667,1350,,,,2012,,Flint Dairy,,1.961,107,401,564,3.00,534,236,75.1,16.81,3.958,3.390,,,82.0,255,23.7,26.8,,,,18.11,5.420,87.50,50.72,0.650,3.513,524,7.92,1.031,0.562,0.255,0.082,0.827,11.790,3.304,2.381,4.603,0.828,3.716,1.445,2.879,3.977,993,86,254,663,15,91,65,,7,0,0,114,44,,0,,13,16,3,0,0,11,4,15,18,10,5,7,4,,,16,6,11,7,0,23,24,4,,,7,0,,,0,0,0,0,0,0,3,0,0,,278,9,2452,48,2451,,,,,,,,,,
3205,6280,4,179,6/27/12,17:44:00,17:44:50,179.739,179.74,41087.7389,41087.7395,36.42000,-118.48000,1974,,,,2012,,Flint Dairy,,1.881,103,398,589,0.00,540,241,75.6,17.08,4.067,3.390,,,78.6,254,24.5,27.0,,,,17.87,5.710,91.70,49.97,0.454,3.061,541,7.73,1.021,0.640,0.239,0.082,0.788,13.620,3.673,2.521,3.676,0.705,2.782,1.070,2.130,2.825,809,34,119,217,5,18,29,,0,0,0,50,18,,0,,6,10,0,0,0,6,0,6,7,8,7,0,3,,,9,0,7,3,0,22,12,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,197,13,2601,53,2107,,,,,,,,,,
3212,7244,4,179,6/27/12,17:45:45,17:46:31,179.740,179.74,41087.7401,41087.7406,36.36833,-118.43500,1200,,,,2012,,Flint Dairy,,2.046,121,412,570,13.00,539,238,76.4,16.76,3.973,3.170,,,90.1,265,24.8,28.8,,,,21.55,5.640,89.10,64.48,1.376,4.470,547,8.87,1.048,0.717,0.339,0.118,1.130,14.450,4.696,3.538,7.180,1.325,5.638,1.979,4.140,5.548,1172,139,356,1193,19,180,113,,6,0,0,179,68,,0,,21,25,5,3,3,17,8,27,25,22,11,17,9,,,23,8,21,11,4,33,40,8,,,13,6,,,0,4,4,0,0,7,5,0,0,,463,13,3720,71,5592,,,,,,,,,,
3221,4133,4,179,6/27/12,17:48:30,17:49:18,179.742,179.74,41087.7420,41087.7426,36.34000,-118.22833,3572,,,,2012,,,,1.850,99,400,559,0.00,527,235,73.9,16.37,3.882,3.360,,,73.0,238,23.3,24.8,,,,14.74,5.320,87.00,33.60,0.394,2.821,510,7.48,0.134,0.524,0.176,0.054,0.711,11.730,2.446,1.677,2.558,0.444,2.037,0.729,1.388,1.739,808,16,99,143,4,9,16,,0,0,0,20,7,,0,,0,0,0,0,0,5,0,0,6,0,0,0,0,,,0,0,3,0,0,14,4,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,124,9,1810,30,1517,,,,,,,,,,
